newfilename,pathlength,oldfilepath
shutdown--allow-system-to-be-shut-down-without-having-to-log-on.md,69,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\Shutdown--Allow-system-to-be-shut-down-without-having-to-log-on.md
shutdown--clear-virtual-memory-pagefile.md,45,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\Shutdown--Clear-virtual-memory-pagefile.md
shutdown-allow-system-to-be-shut-down-without-having-to-log-on.md,68,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\Shutdown-Allow-system-to-be-shut-down-without-having-to-log-on.md
shutdown-clear-virtual-memory-pagefile.md,44,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\Shutdown-Clear-virtual-memory-pagefile.md
system-cryptography--force-strong-key-protection-for-user-keys-stored-on-the-computer---explain-text.md,106,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-cryptography--Force-strong-key-protection-for-user-keys-stored-on-the-computer---Explain-text.md
system-cryptography--force-strong-key-protection-for-user-keys-stored-on-the-computer.md,91,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-cryptography--Force-strong-key-protection-for-user-keys-stored-on-the-computer.md
system-cryptography-force-strong-key-protection-for-user-keys-stored-on-the-computer-explain-text.md,103,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-cryptography-Force-strong-key-protection-for-user-keys-stored-on-the-computer-Explain-text.md
system-cryptography-force-strong-key-protection-for-user-keys-stored-on-the-computer.md,90,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-cryptography-Force-strong-key-protection-for-user-keys-stored-on-the-computer.md
system-objects--require-case-insensitivity-for-non-windows-subsystems.md,75,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-objects--Require-case-insensitivity-for-non-Windows-subsystems.md
system-objects--strengthen-default-permissions-of-internal-system-objects--e.g.-symbolic-links-.md,101,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-objects--Strengthen-default-permissions-of-internal-system-objects--e.g.-Symbolic-Links-.md
system-objects-require-case-insensitivity-for-non-windows-subsystems.md,74,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-objects-Require-case-insensitivity-for-non-Windows-subsystems.md
system-objects-strengthen-default-permissions-of-internal-system-objects-e.g.-symbolic-links.md,98,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-objects-Strengthen-default-permissions-of-internal-system-objects-e.g.-Symbolic-Links.md
system-settings--optional-subsystems.md,42,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-settings--Optional-subsystems.md
system-settings--use-certificate-rules-on-windows-executables-for-software-restriction-policies.md,101,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-settings--Use-Certificate-Rules-on-Windows-Executables-for-Software-Restriction-Policies.md
system-settings-optional-subsystems.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-settings-Optional-subsystems.md
system-settings-use-certificate-rules-on-windows-executables-for-software-restriction-policies.md,100,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\System-settings-Use-Certificate-Rules-on-Windows-Executables-for-Software-Restriction-Policies.md
user-account-control--admin-approval-mode-for-the-built-in-administrator-account.md,86,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control--Admin-Approval-Mode-for-the-Built-in-Administrator-account.md
user-account-control--behavior-of-the-elevation-prompt-for-administrators-in-admin-approval-mode.md,102,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control--Behavior-of-the-elevation-prompt-for-administrators-in-Admin-Approval-Mode.md
user-account-control--behavior-of-the-elevation-prompt-for-standard-users.md,79,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control--Behavior-of-the-elevation-prompt-for-standard-users.md
user-account-control--detect-application-installations-and-prompt-for-elevation.md,85,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control--Detect-application-installations-and-prompt-for-elevation.md
user-account-control--only-elevate-executables-that-are-signed-and-validated.md,82,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control--Only-elevate-executables-that-are-signed-and-validated.md
user-account-control--only-elevate-uiaccess-applications-that-are-installed-in-secure-locations.md,101,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control--Only-elevate-UIAccess-applications-that-are-installed-in-secure-locations.md
user-account-control--run-all-administrators-in-admin-approval-mode.md,73,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control--Run-all-administrators-in-Admin-Approval-Mode.md
user-account-control--switch-to-the-secure-desktop-when-prompting-for-elevation.md,85,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control--Switch-to-the-secure-desktop-when-prompting-for-elevation.md
user-account-control--virtualize-file-and-registry-write-failures-to-per-user-locations.md,93,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control--Virtualize-file-and-registry-write-failures-to-per-user-locations.md
user-account-control-admin-approval-mode-for-the-built-in-administrator-account.md,85,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control-Admin-Approval-Mode-for-the-Built-in-Administrator-account.md
user-account-control-behavior-of-the-elevation-prompt-for-administrators-in-admin-approval-mode.md,101,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control-Behavior-of-the-elevation-prompt-for-administrators-in-Admin-Approval-Mode.md
user-account-control-behavior-of-the-elevation-prompt-for-standard-users.md,78,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control-Behavior-of-the-elevation-prompt-for-standard-users.md
user-account-control-detect-application-installations-and-prompt-for-elevation.md,84,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control-Detect-application-installations-and-prompt-for-elevation.md
user-account-control-only-elevate-executables-that-are-signed-and-validated.md,81,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control-Only-elevate-executables-that-are-signed-and-validated.md
user-account-control-only-elevate-uiaccess-applications-that-are-installed-in-secure-locations.md,100,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control-Only-elevate-UIAccess-applications-that-are-installed-in-secure-locations.md
user-account-control-run-all-administrators-in-admin-approval-mode.md,72,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control-Run-all-administrators-in-Admin-Approval-Mode.md
user-account-control-switch-to-the-secure-desktop-when-prompting-for-elevation.md,84,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control-Switch-to-the-secure-desktop-when-prompting-for-elevation.md
user-account-control-virtualize-file-and-registry-write-failures-to-per-user-locations.md,92,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\security-options\User-Account-Control-Virtualize-file-and-registry-write-failures-to-per-user-locations.md
access-credential-manager-as-a-trusted-caller.md,51,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Access-Credential-Manager-as-a-trusted-caller.md
access-this-computer-from-the-network.md,43,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Access-this-computer-from-the-network.md
act-as-part-of-the-operating-system.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Act-as-part-of-the-operating-system.md
add-workstations-to-domain.md,32,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Add-workstations-to-domain.md
adjust-memory-quotas-for-a-process.md,40,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Adjust-memory-quotas-for-a-process.md
allow-log-on-locally.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Allow-log-on-locally.md
allow-log-on-through-remote-desktop-services.md,50,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Allow-log-on-through-Remote-Desktop-Services.md
back-up-files-and-directories.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Back-up-files-and-directories.md
bypass-traverse-checking.md,30,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Bypass-traverse-checking.md
change-the-system-time.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Change-the-system-time.md
change-the-time-zone.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Change-the-time-zone.md
create-a-pagefile.md,23,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Create-a-pagefile.md
create-a-token-object.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Create-a-token-object.md
create-global-objects.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Create-global-objects.md
create-permanent-shared-objects.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Create-permanent-shared-objects.md
create-symbolic-links.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Create-symbolic-links.md
debug-programs.md,20,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Debug-programs.md
deny-access-to-this-computer-from-the-network.md,51,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Deny-access-to-this-computer-from-the-network.md
deny-log-on-as-a-batch-job.md,32,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Deny-log-on-as-a-batch-job.md
deny-log-on-as-a-service.md,30,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Deny-log-on-as-a-service.md
deny-log-on-locally.md,25,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Deny-log-on-locally.md
deny-log-on-through-remote-desktop-services.md,49,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Deny-log-on-through-Remote-Desktop-Services.md
enable-computer-and-user-accounts-to-be-trusted-for-delegation.md,68,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Enable-computer-and-user-accounts-to-be-trusted-for-delegation.md
force-shutdown-from-a-remote-system.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Force-shutdown-from-a-remote-system.md
generate-security-audits.md,30,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Generate-security-audits.md
impersonate-a-client-after-authentication.md,47,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Impersonate-a-client-after-authentication.md
increase-a-process-working-set.md,36,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Increase-a-process-working-set.md
increase-scheduling-priority.md,34,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Increase-scheduling-priority.md
load-and-unload-device-drivers.md,36,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Load-and-unload-device-drivers.md
lock-pages-in-memory.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Lock-pages-in-memory.md
log-on-as-a-batch-job.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Log-on-as-a-batch-job.md
log-on-as-a-service.md,25,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Log-on-as-a-service.md
manage-auditing-and-security-log.md,38,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Manage-auditing-and-security-log.md
modify-an-object-label.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Modify-an-object-label.md
modify-firmware-environment-values.md,40,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Modify-firmware-environment-values.md
perform-volume-maintenance-tasks.md,38,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Perform-volume-maintenance-tasks.md
profile-single-process.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Profile-single-process.md
profile-system-performance.md,32,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Profile-system-performance.md
remove-computer-from-docking-station.md,42,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Remove-computer-from-docking-station.md
replace-a-process-level-token.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Replace-a-process-level-token.md
restore-files-and-directories.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Restore-files-and-directories.md
shut-down-the-system.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Shut-down-the-system.md
synchronize-directory-service-data.md,40,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Synchronize-directory-service-data.md
take-ownership-of-files-or-other-objects.md,46,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\Take-ownership-of-files-or-other-objects.md
user-rights-assignment.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\user-rights-assignment\User-Rights-Assignment.md
account-policies.md,22,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Account-Policies.md
active-directory-domain-services-overview.md,47,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Active-Directory-Domain-Services-Overview.md
advanced-audit-policy-configuration.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Advanced-Audit-Policy-Configuration.md
audit-policy.md,18,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Audit-Policy.md
create-the-key-distribution-services-kds-root-key.md,55,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Create-the-Key-Distribution-Services-KDS-Root-Key.md
customize-the-active-directory-administrative-center-navigation-pane.md,74,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Customize-the-Active-Directory-Administrative-Center-Navigation-Pane.md
getting-started-with-group-managed-service-accounts.md,57,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Getting-Started-with-Group-Managed-Service-Accounts.md
group-managed-service-accounts-overview.md,45,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Group-Managed-Service-Accounts-Overview.md
how-to-configure-security-policy-settings.md,47,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\How-to-Configure-Security-Policy-Settings.md
local-and-domain-default-groups.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Local-and-Domain-Default-Groups.md
manage-different-domains-in-active-directory-administrative-center.md,72,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Manage-Different-Domains-in-Active-Directory-Administrative-Center.md
security-policy-settings-reference.md,40,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Security-Policy-Settings-Reference.md
security-policy-settings-technical-overview.md,49,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\Security-Policy-Settings-Technical-Overview.md
what-s-new-for-managed-service-accounts.md,45,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\group-managed-service-accounts\What-s-New-for-Managed-Service-Accounts.md
guarded-fabric-add-hgs-to-an-existing-domain.md,50,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-add-hgs-to-an-existing-domain.md
guarded-fabric-and-shielded-vms-top-node.md,46,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-and-shielded-vms-top-node.md
guarded-fabric-and-shielded-vms.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\Guarded-Fabric-and-Shielded-VMs.md
guarded-fabric-appendixes-additional-configuration-options.md,64,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-appendixes-additional-configuration-options.md
guarded-fabric-configuration-scenarios-for-shielded-vms-overview.md,70,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-configuration-scenarios-for-shielded-vms-overview.md
guarded-fabric-configure-nano-server-as-tpm-guarded-host.md,62,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-configure-nano-server-as-tpm-guarded-host.md
guarded-fabric-create-a-shielded-vm-template.md,50,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-create-a-shielded-vm-template.md
guarded-fabric-create-vm-move-to-guarded-fabric.md,53,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-create-vm-move-to-guarded-fabric.md
guarded-fabric-deploying-hgs-overview.md,43,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-deploying-hgs-overview.md
guarded-fabric-deployment-prerequisites.md,45,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-deployment-prerequisites.md
guarded-fabric-sample-unattend-xml-file.md,45,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-sample-unattend-xml-file.md
guarded-fabric-setting-up-the-host-guardian-service-hgs.md,61,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-setting-up-the-host-guardian-service-hgs.md
guarded-fabric-shielded-vm-windows-azure-pack.md,51,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-shielded-vm-windows-azure-pack.md
guarded-fabric-tenant-creates-shielding-data.md,50,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-tenant-creates-shielding-data.md
guarded-fabric-vm-shielding-helper-vhd.md,44,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\guarded-fabric-shielded-vm\guarded-fabric-vm-shielding-helper-vhd.md
kerberos-authentication-overview.md,38,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\kerberos\Kerberos-Authentication-Overview.md
kerberos-constrained-delegation-overview.md,46,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\kerberos\Kerberos-Constrained-Delegation-Overview.md
kerberos-policy.md,21,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\kerberos\Kerberos-Policy.md
ntlm-overview.md,19,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\kerberos\NTLM-Overview.md
passwords-overview.md,24,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\kerberos\Passwords-Overview.md
privileged-access-workstations.md,36,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\securing-privileged-access\Privileged-Access-Workstations.md
securing-privileged-access-reference-material.md,51,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\securing-privileged-access\Securing-Privileged-Access-Reference-Material.md
securing-privileged-access.md,32,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\securing-privileged-access\Securing-Privileged-Access.md
audit-account-lockout.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Account-Lockout.md
audit-application-generated.md,33,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Application-Generated.md
audit-application-group-management.md,40,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Application-Group-Management.md
audit-audit-policy-change.md,31,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Audit-Policy-Change.md
audit-authentication-policy-change.md,40,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Authentication-Policy-Change.md
audit-authorization-policy-change.md,39,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Authorization-Policy-Change.md
audit-certification-services.md,34,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Certification-Services.md
audit-computer-account-management.md,39,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Computer-Account-Management.md
audit-credential-validation.md,33,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Credential-Validation.md
audit-detailed-directory-service-replication.md,50,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Detailed-Directory-Service-Replication.md
audit-detailed-file-share.md,31,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Detailed-File-Share.md
audit-directory-service-access.md,36,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Directory-Service-Access.md
audit-directory-service-changes.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Directory-Service-Changes.md
audit-directory-service-replication.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Directory-Service-Replication.md
audit-distribution-group-management.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Distribution-Group-Management.md
audit-dpapi-activity.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-DPAPI-Activity.md
audit-file-share.md,22,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-File-Share.md
audit-file-system.md,23,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-File-System.md
audit-filtering-platform-connection.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Filtering-Platform-Connection.md
audit-filtering-platform-packet-drop.md,42,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Filtering-Platform-Packet-Drop.md
audit-filtering-platform-policy-change.md,44,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Filtering-Platform-Policy-Change.md
audit-handle-manipulation.md,31,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Handle-Manipulation.md
audit-ipsec-driver.md,24,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-IPsec-Driver.md
audit-ipsec-extended-mode.md,31,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-IPsec-Extended-Mode.md
audit-ipsec-main-mode.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-IPsec-Main-Mode.md
audit-ipsec-quick-mode.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-IPsec-Quick-Mode.md
audit-kerberos-authentication-service.md,43,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Kerberos-Authentication-Service.md
audit-kerberos-service-ticket-operations.md,46,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Kerberos-Service-Ticket-Operations.md
audit-kernel-object.md,25,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-auditing\advanced-security-audit-policy-settings\Audit-Kernel-Object.md
